date,is_kospi,index_price,stock_id,name,closing_price,deep_weight 
2020-11-15,KOSDAQ,839.14,083660,CSA 코스믹,2835,0.1269
2020-11-15,KOSPI,2493.87,023450,동남합성,36850,0.3364
2020-11-15,KOSPI,2493.87,015350,부산가스,51900,0.1452
2020-11-15,KOSPI,2493.87,002840,미원상사,108000,0.2445
2020-11-15,KOSPI,2493.87,011300,성안,353,0.1470
