date,is_kospi,index_price,stock_id,name,closing_price
2020-05-03,KOSPI,1947.56,092200,디아이씨,1370
2020-05-03,KOSDAQ,645.18,263810,상신전자,2705
2020-05-03,KOSDAQ,645.18,085810,알티캐스트,1240
2020-05-03,KOSPI,1947.56,084870,TBH글로벌,1470
2020-05-03,KOSDAQ,645.18,027040,서울전자통신,781
