date,is_kospi,index_price,stock_id,name,closing_price
2020-06-21,KOSPI,2141.32,015260,에이엔피,213
2020-06-21,KOSDAQ,742.03,192390,윈하이텍,2660
2020-06-21,KOSDAQ,742.03,011560,세보엠이씨,5180
2020-06-21,KOSDAQ,742.03,023440,제일제강,1905
2020-06-21,KOSDAQ,742.03,026910,광진실업,2895
