date,is_kospi,index_price,stock_id,name,closing_price
2020-06-21,KOSDAQ,742.03,064550,바이오니아,11600
2020-06-21,KOSDAQ,742.03,115180,큐리언트,27000
2020-06-21,KOSPI,2141.32,000087,하이트진로2우B,23700
2020-06-21,KOSDAQ,742.03,068330,일신바이오,2305
2020-06-21,KOSPI,2141.32,02826K,삼성물산우B,98500
