date,is_kospi,index_price,stock_id,name,closing_price
2020-05-24,KOSDAQ,708.58,039860,나노엔텍,7880
2020-05-24,KOSPI,1970.13,002320,한진,58400
2020-05-24,KOSDAQ,708.58,253840,수젠텍,30800
2020-05-24,KOSDAQ,708.58,032190,다우데이타,13300
2020-05-24,KOSDAQ,708.58,194700,노바렉스,32200
