date,is_kospi,index_price,stock_id,name,closing_price
2020-06-14,KOSDAQ,746.06,014940,오리엔탈정공,1240
2020-06-14,KOSPI,2132.3,012280,영화금속,1700
2020-06-14,KOSDAQ,746.06,100660,서암기계공업,4720
2020-06-14,KOSDAQ,746.06,063440,SM Life Design,1675
2020-06-14,KOSPI,2132.3,006345,대원전선우,3170
