date,is_kospi,index_price,stock_id,name,closing_price
2020-05-31,KOSDAQ,713.68,036810,에프에스티,13000
2020-05-31,KOSDAQ,713.68,109820,진매트릭스,14850
2020-05-31,KOSDAQ,713.68,025770,한국정보통신,10000
2020-05-31,KOSDAQ,713.68,024950,삼천리자전거,8900
2020-05-31,KOSPI,2029.6,008490,서흥,53700
