date,is_kospi,index_price,stock_id,name,closing_price
2020-06-28,KOSPI,2134.65,011420,갤럭시아에스엠,1280
2020-06-28,KOSDAQ,750.58,065770,CS,2360
2020-06-28,KOSDAQ,750.58,137940,넥스트아이,1160
2020-06-28,KOSDAQ,750.58,019660,글로본,2350
2020-06-28,KOSDAQ,750.58,128540,에코캡,2345
