date,is_kospi,index_price,stock_id,name,closing_price
2020-06-28,KOSDAQ,750.58,112040,위메이드,43500
2020-06-28,KOSPI,2134.65,005257,녹십자홀딩스2우,25400
2020-06-28,KOSDAQ,750.58,144960,뉴파워프라즈마,4960
2020-06-28,KOSPI,2134.65,006570,대림통상,4050
2020-06-28,KOSDAQ,750.58,194700,노바렉스,35600
