date,is_kospi,index_price,stock_id,name,closing_price,deep_weight
2020-07-12,KOSDAQ,772.81,081580,성우전자,2170,0.1405
2020-07-12,KOSDAQ,772.81,073190,듀오백,2135,0.1662
2020-07-12,KOSPI,2150.25,023810,인팩,4865,0.0853
2020-07-12,KOSDAQ,772.81,024880,케이피에프,3830,0.1879
2020-07-12,KOSDAQ,772.81,290120,대유에이피,5880,0.4201
