date,is_kospi,index_price,stock_id,name,closing_price
2020-05-17,KOSDAQ,691.93,114450,KPX생명과학,6220
2020-05-17,KOSPI,1927.28,120110,코오롱인더,30050
2020-05-17,KOSPI,1927.28,093050,LF,12500
2020-05-17,KOSDAQ,691.93,051500,CJ프레시웨이,19350
2020-05-17,KOSDAQ,691.93,023160,태광,6870
