date,is_kospi,index_price,stock_id,name,closing_price,deep_weight
2020-07-05,KOSDAQ,752.18,200130,콜마비앤에이치,49600,0.2347
2020-07-05,KOSDAQ,752.18,069080,웹젠,28200,0.1238
2020-07-05,KOSPI,2152.41,077500,유니퀘스트,12250,0.1475
2020-07-05,KOSDAQ,752.18,088800,에이스테크,15300,0.1658
2020-07-05,KOSDAQ,752.18,035900,JYP Ent.,24250,0.3281
