date,is_kospi,index_price,stock_id,name,closing_price
2020-05-10,KOSPI,1945.82,298690,에어부산,3845
2020-05-10,KOSDAQ,682.3,019540,일지테크,2880
2020-05-10,KOSPI,1945.82,009830,한화솔루션	,14300
2020-05-10,KOSPI,1945.82,272450,진에어,10400
2020-05-10,KOSDAQ,682.3,065770,CS,2390
