date,is_kospi,index_price,stock_id,name,closing_price,deep_weight
2022-01-09,KOSDAQ,995.16,041190,우리기술투자,8370,0.291
2022-01-09,KOSDAQ,995.16,293490,카카오게임즈,74300,0.1918
2022-01-09,KOSPI,2954.89,019170,신풍제약,29550,0.2074
2022-01-09,KOSDAQ,995.16,063170,서울옥션,29250,0.1463
2022-01-09,KOSDAQ,995.16,086960,한컴MDS,22850,0.1635
