date,is_kospi,index_price,stock_id,name,closing_price
2020-05-10,KOSDAQ,682.3,056080,유진로봇,2400
2020-05-10,KOSDAQ,682.3,128660,피제이메탈,2005
2020-05-10,KOSDAQ,682.3,036000,예림당,2555
2020-05-10,KOSDAQ,682.3,085810,알티캐스트,1290
2020-05-10,KOSDAQ,682.3,109740,디에스케이,7370
