date,is_kospi,index_price,stock_id,name,closing_price
2020-04-26,KOSPI,1889.01,003920,남양유업,315000
2020-04-26,KOSDAQ,632.96,270520,지엔원에너지,1295
2020-04-26,KOSDAQ,632.96,215000,골프존,43000
2020-04-26,KOSDAQ,632.96,039840,디오,27200
2020-04-26,KOSDAQ,632.96,032580,피델릭스,1065
