date,is_kospi,index_price,stock_id,name,closing_price,deep_weight
2021-03-14,0,925.49,008470,부스타,6060,0.2748
2021-03-14,1,3054.39,025540,한국단자,74400,0.144
2021-03-14,1,3054.39,070960,용평리조트,4850,0.1972
2021-03-14,1,3054.39,032350,롯데관광개발,19300,0.1292
2021-03-14,0,925.49,204020,그리티,2925,0.2547
