date,is_kospi,index_price,stock_id,name,closing_price
2020-05-24,KOSDAQ,708.58,060560,홈센타홀딩스,1160
2020-05-24,KOSDAQ,708.58,019550,SBI인베스트먼트,627
2020-05-24,KOSPI,1970.13,011300,성안,463
2020-05-24,KOSDAQ,708.58,153490,우리이앤엘,970
2020-05-24,KOSDAQ,708.58,003310,대주산업,1230
