date,is_kospi,index_price,stock_id,name,closing_price
2020-06-07,KOSPI,2181.87,001525,동양우,5110
2020-06-07,KOSDAQ,749.31,079170,한창산업,5530
2020-06-07,KOSDAQ,749.31,013720,청보산업,2185
2020-06-07,KOSDAQ,749.31,024940,PN풍년,2170
2020-06-07,KOSDAQ,749.31,090150,광진윈텍,2955
