date,is_kospi,index_price,stock_id,name,closing_price,deep_weight
2020-08-09,KOSDAQ,857.63,089970,에이피티씨,14650,0.1401
2020-08-09,KOSPI,2351.67,097955,CJ제일제당 우,163000,0.3334
2020-08-09,KOSPI,2351.67,000080,하이트진로,44300,0.2319
2020-08-09,KOSDAQ,857.63,041520,이라이콤,6170,0.0951
2020-08-09,KOSPI,2351.67,033270,유나이티드제약,26200,0.1996
