date,is_kospi,index_price,stock_id,name,closing_price
2020-05-17,KOSDAQ,691.93,263020,디케이앤디,4870
2020-05-17,KOSDAQ,691.93,131100,스카이이앤엠,2310
2020-05-17,KOSDAQ,691.93,140520,대창스틸,1985
2020-05-17,KOSDAQ,691.93,053050,지에스이,1340
2020-05-17,KOSDAQ,691.93,033310,디케이디앤아이,2720
