date,is_kospi,index_price,stock_id,name,closing_price,deep_weight 
2020-11-01,KOSDAQ,792.65,87600,픽셀플러스,4245,0.2546
2020-11-01,KOSPI,2267.15,240,한국테크놀로지그룹,14900,0.0703
2020-11-01,KOSDAQ,792.65,72520,제넨바이오,3600,0.0141
2020-11-01,KOSDAQ,792.65,200230,텔콘RF제약,6010,0.0124
2020-11-01,KOSPI,2267.15,192080,더블유게임즈,61500,0.6486
