date,is_kospi,index_price,stock_id,name,closing_price,deep_weight 
2020-11-01,KOSDAQ,792.65,263720,디앤씨미디어,29700,0.1377
2020-11-01,KOSPI,2267.15,084010,대한제강,6580,0.3073
2020-11-01,KOSDAQ,792.65,093320,케이아이엔엑스,81600,0.1866
2020-11-01,KOSDAQ,792.65,042000,카페24,55900,0.2165
2020-11-01,KOSDAQ,792.65,196170,알테오젠,158300,0.1519
