date,is_kospi,index_price,stock_id,name,closing_price
2020-05-03,KOSDAQ,645.18,036090,위지트,618
2020-05-03,KOSDAQ,645.18,079950,인베니아,1760
2020-05-03,KOSDAQ,645.18,196450,디오스텍,476
2020-05-03,KOSDAQ,645.18,900260,로스웰,391
2020-05-03,KOSPI,1947.56,234080,JW생명과학,15600
