date,is_kospi,index_price,stock_id,name,closing_price,deep_weight
2024-05-22,KOSPI,2723.46,103140,풍산,69100,0.1687
2024-05-22,KOSPI,2723.46,192820,코스맥스,171500,0.2503
2024-05-22,KOSPI,2723.46,267260,HD현대일렉트릭,252500,0.1829
2024-05-22,KOSDAQ,845.72,183300,코미코,95600,0.2298
2024-05-22,KOSPI,2723.46,006260,LS,175800,0.1683
