,date,is_kospi,index_price,stock_id,name,closing_price,deep_weight
0,2021-01-03,KOSPI,2873.47,000815,삼성화재우,143000,0.2991
1,2021-01-03,KOSDAQ,968.42,322780,코퍼스코리아,2340,0.0449
2,2021-01-03,KOSDAQ,968.42,067770,세진티에스,6100,0.1018
3,2021-01-03,KOSPI,2873.47,011210,현대위아,53500,0.219
4,2021-01-03,KOSPI,2873.47,055550,신한지주,32050,0.3352
