date,is_kospi,index_price,stock_id,name,closing_price,deep_weight
2024-05-27,KOSPI,2722.99,103140,풍산,64500,0.1523
2024-05-27,KOSPI,2722.99,267260,HD현대일렉트릭,293500,0.1456
2024-05-27,KOSDAQ,847.99,186230,그린플러스,12700,0.1836
2024-05-27,KOSPI,2722.99,005385,현대차우,160400,0.4198
2024-05-27,KOSDAQ,847.99,114840,아이패밀리에스씨,33750,0.0987
