date,is_kospi,index_price,stock_id,name,closing_price,deep_weight
2024-01-14,KOSDAQ,868.08,053950,경남제약,1577,0.1736
2024-01-14,KOSDAQ,868.08,137400,피엔티,44400,0.2527
2024-01-14,KOSDAQ,868.08,173130,오파스넷,10360,0.0896
2024-01-14,KOSDAQ,868.08,299030,하나기술,62200,0.2538
2024-01-14,KOSDAQ,868.08,900250,크리스탈신소재,1446,0.2303
