date,is_kospi,index_price,stock_id,name,closing_price,deep_weight
2024-02-04,KOSDAQ,814.77,088290,이원컴포텍,1525,0.185
2024-02-04,KOSDAQ,814.77,159910,스킨앤스킨,701,0.1801
2024-02-04,KOSPI,2615.31,294870,HDC현대산업개발,17770,0.2556
2024-02-04,KOSDAQ,814.77,049180,셀루메드,2035,0.1716
2024-02-04,KOSPI,2615.31,267260,HD현대일렉트릭,99600,0.2078
