date,is_kospi,index_price,stock_id,name,closing_price,deep_weight
2023-07-23,KOSDAQ,934.58,060310,3S,2555,0.1824
2023-07-23,KOSDAQ,934.58,272290,이녹스첨단소재,47550,0.2208
2023-07-23,KOSDAQ,934.58,042370,비츠로테크,7350,0.2449
2023-07-23,KOSPI,2609.76,009420,한올바이오파마,23150,0.2452
2023-07-23,KOSDAQ,934.58,039440,에스티아이,27650,0.1067
